value_f,size
145507.39745501662,171
145993.72486450046,172
146945.49473107076,173
147623.96500406766,174
148519.74941214942,175
149295.5098582486,176
149740.56747165672,177
150608.88304400828,178
151462.35504944375,179
152319.79124513076,180
153048.457696927,181
153386.84100569668,182
154263.69309040424,183
154943.01362854894,184
155552.98672259125,185
155988.83041963517,186
156652.0338772224,187
156998.8308983341,188
157773.56894699053,189
158608.51510174508,190
159486.9467893696,191
160197.65056675085,192
160679.26839886454,193
161121.8765547741,194
162133.81680771222,195
162905.31352063472,196
164112.66486363282,197
164529.68180565236,198
165528.53958793642,199
166506.336184331,200
166944.14092014034,201
168317.97822653595,202
168793.79948039254,203
169540.07181330794,204
170372.64309683087,205
171251.47006086813,206
171434.79807709748,207
172397.1943218088,208
172943.87847393236,209
173649.74663822795,210
174153.71615639387,211
175005.3892965626,212
175953.9614605606,213
176630.3007092175,214
177561.0081002698,215
177706.63299797196,216
178186.3607136943,217
178836.264011028,218
179145.49545809402,219
180008.91535678116,220
180647.5201500837,221
181541.43313463434,222
181724.04591956374,223
182648.62755130557,224
183480.59736871923,225
184254.48083273103,226
184911.06523670538,227
185830.77259731374,228
186564.43229145795,229
187409.21921663475,230
188324.28780295505,231
189011.51268963053,232
189722.2836310792,233
190305.75859881425,234
191234.5040542196,235
192169.25192125293,236
192651.73009318963,237
193470.68191310874,238
194400.63368640837,239
194599.98450351687,240
194924.24623417133,241
195814.5676117844,242
196545.51087890222,243
197112.18591037966,244
197850.06578807638,245
198539.92117350848,246
199411.52611783377,247
200212.83898238256,248
200905.977209908,249
201306.40734005606,250
201962.74849716306,251
202941.51889026197,252
203524.1952433094,253
204195.6072417635,254
204757.07305300096,256
205221.94414288108,257
205786.28794462027,258
206401.42591966107,259
207274.29863055467,260
207986.2174087258,261
208862.16802974226,262
209347.21905774658,263
210322.9000211754,264
211173.3273513762,265
212098.09681436967,266
212935.7953390922,267
213557.63930715268,268
214439.54990046695,269
215258.86070728383,270
216060.16844024122,271
216853.50331911622,272
217946.17381730693,273
218635.0085868746,274
218820.26269137752,275
219500.72022019545,276
219860.71261909127,277
220593.3844859357,278
221127.49147179202,280
221944.1566033177,281
222339.43747256362,282
223197.42536947105,283
224260.1917728808,284
225209.1748518588,285
225844.9757925348,286
226359.80093553016,287
227024.39673735746,288
227730.0953526692,289
228553.09463099958,290
229318.03539649388,291
230295.1624069122,292
230938.12790843446,293
231473.61133771762,294
232230.38436803405,295
233023.36451180064,296
233054.02765956242,297
233429.61075642923,298
234373.21768996527,299
235244.32186556485,300
235728.8320647009,301
235788.37542054805,302
236620.78071295845,303
237165.24880376487,304
237284.39595989676,305
238175.3597268985,306
238273.84315236082,307
238683.37949943513,308
239599.11882272063,309
240053.28061221988,310
240456.2264758973,311
241434.09592583205,312
241852.2907407201,313
242498.52277441203,314
243447.18312330105,315
244358.67883565644,316
245032.5782418616,317
245877.0574736665,318
247260.78536120488,319
247563.5806160442,320
248552.1972796096,321
248836.1519357644,322
249471.36293759997,324
250002.33737001717,325
250667.21378806527,326
251532.57523802202,327
251959.90971636004,328
252811.55898804282,329
253109.28873186756,330
254179.2510985377,331
254651.48967861987,332
255558.444051772,333
256745.3621005354,334
257501.1560686197,335
258025.36656587594,336
258211.4899468283,337
258824.54475356927,338
259779.7659908573,339
260461.83813755217,340
260953.43183690548,341
261134.5679785828,344
262135.87425845527,345
262993.0444911573,346
263973.8882595145,347
264978.25681945035,348
265660.0229188767,349
265703.047302421,350
266314.8933339934,351
266886.0828329738,352
267371.37227018736,353
268069.9538244362,354
268702.92736021033,355
269698.1100783713,356
270114.4660116828,357
270996.4421767687,358
271908.9130027902,359
272368.5555402122,360
273244.50168183155,361
273503.6696465378,362
274289.1094817973,363
274915.388136393,364
275856.6493065832,365
276307.85928510816,366
277204.85331003834,367
277705.5018331806,368
277964.8798904763,369
278264.8517943476,370
279388.88292438624,371
279947.51315427496,372
280887.0611127399,373
281566.3120542552,374
282147.24652406806,375
283233.686557215,376
283759.63918449264,377
284077.6850135129,378
284824.9309711021,379
285448.6138110222,380
286128.5663071251,381
286369.84359380597,382
287154.27556167246,383
287728.8901706088,385
288075.7491483176,386
288987.6002519234,387
289917.79980028677,388
290247.5654379398,389
291214.4067967506,390
291748.81815296534,391
292441.1971800198,392
292635.1577565309,393
293210.1147611283,395
293874.99017101777,396
295023.4121316133,397
295798.184153366,398
296121.1188121063,399
297437.0032423637,400
298082.589915711,401
298462.1838073641,403
299630.7107803645,404
300051.64357000764,405
300294.5279038661,406
301113.1958560871,407
301762.86292677623,408
301862.48578422354,410
302818.9382933514,411
303415.49752138054,412
303949.25512631814,413
304581.9460894427,414
305059.56320861686,415
305835.8651421085,416
306816.1990692332,417
307257.55928951694,418
308751.42915160337,419
309612.04572560644,420
309885.17196005443,424
310531.34460975835,425
311309.263517126,426
311557.3360483028,427
312089.33042765193,428
312213.9227156482,429
313475.8615152379,430
313985.02087915165,431
314383.87060053763,432
315388.5387195744,433
316226.3202662079,434
316827.9746569693,435
316968.9307309738,436
317577.4775311535,437
317731.0392917128,438
318639.8178484949,439
319322.7711231639,440
319904.68571390474,441
320327.23192818253,451
321256.04220234125,452
321917.57599969336,453
322536.45928629406,454
323426.5545308202,455
323534.43361517566,456
324407.1601020174,458
324796.07970315235,459
325244.6081881268,462
325973.39391179726,463
326281.98046020616,464
327028.9304714438,465
327882.6038225318,466
329915.76117152843,468
