value_f,size
287678.1439313315,417
288693.3903780393,419
289325.1976911785,420
289916.643469365,421
290312.3192401179,422
290851.25531256705,423
291107.898276661,424
291215.1287006503,425
291664.47933022166,427
291805.859493907,428
292549.08905687224,429
294022.4505322852,430
294125.53980519634,431
294531.8289596183,432
295188.2975647356,433
295545.7140647037,434
295943.41163842805,435
296351.4439294997,436
296565.9554322922,437
297341.02266272425,438
297749.3665136859,439
298443.40645951097,440
298918.4101547853,441
299682.6180743206,442
300484.4100100391,443
301541.43941115984,445
301746.09175095265,446
301825.25161950965,451
301993.3311064742,452
